web-scraper-order,web-scraper-start-url,Overall rating,Cuisine,Food rating,Service rating,Value rating,Atmosphere rating,Price range,Review titles,Review text,Awards,Five stars,Four stars,Three stars,Two stars,One star,Number of reviews,Restaurant
1587879540-39069,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d10155892-Reviews-Kosaka-New_York_City_New_York.html,4.5,Japanese,45,45,35,null,$$$$,,Excellent omakase with outstanding service and staff. Chef Yoshihiko San presented an exquisite omakase with perfection that only can be described as an elegant performance of culinary art. Everything on the menu were carefully prepared with extreme attention to detail. The dinner was Exceptional.  The...More,null,19,3,3,1,1,30 reviews,Kosaka
1587879540-39067,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d10155892-Reviews-Kosaka-New_York_City_New_York.html,4.5,Japanese,45,45,35,null,$$$$,,"My friend and I had a fabulous birthday sushi omakase dinner at Kosaka. What a warm and friendly chef and staff! They guided us and explained all the pieces. Since we love uni, my friend and I had uni caviar. It was so fresh and...More",null,19,3,3,1,1,30 reviews,Kosaka
1587879540-39061,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d10155892-Reviews-Kosaka-New_York_City_New_York.html,4.5,Japanese,45,45,35,null,$$$$,,"I visited Kosaka in November, 2019. My wife and I agree that this was the best sushi meal either of us has ever had. Every dish was a work of art to all of the senses. Perfectly prepared and seasoned rice... it’s surprising how many...More",null,19,3,3,1,1,30 reviews,Kosaka
1587879540-39063,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d10155892-Reviews-Kosaka-New_York_City_New_York.html,4.5,Japanese,45,45,35,null,$$$$,,"our second visit to a small tranquil sushi oasis in the Village area. Chef supervises staff who patiently prepares wonderful, succulent, and diverse plates.  the most memorable, of course, was Hokaido unni, which is purchased separate from the Omekase menu and starts the meal..  service...More",null,19,3,3,1,1,30 reviews,Kosaka
1587879540-39051,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d10155892-Reviews-Kosaka-New_York_City_New_York.html,4.5,Japanese,45,45,35,null,$$$$,Fantastic Omakase!,,null,19,3,3,1,1,30 reviews,Kosaka
1587879540-39065,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d10155892-Reviews-Kosaka-New_York_City_New_York.html,4.5,Japanese,45,45,35,null,$$$$,,An exquisite culinary experience.  Worth visiting New York just to experience the perfect night out.  The best fish served by the best sushi chef.,null,19,3,3,1,1,30 reviews,Kosaka
1587879540-39060,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d10155892-Reviews-Kosaka-New_York_City_New_York.html,4.5,Japanese,45,45,35,null,$$$$,Pure bliss,,null,19,3,3,1,1,30 reviews,Kosaka
1587879540-39059,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d10155892-Reviews-Kosaka-New_York_City_New_York.html,4.5,Japanese,45,45,35,null,$$$$,Exceptional omakase.  Magnificent,,null,19,3,3,1,1,30 reviews,Kosaka
1587879540-39058,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d10155892-Reviews-Kosaka-New_York_City_New_York.html,4.5,Japanese,45,45,35,null,$$$$,Truly exceptional,,null,19,3,3,1,1,30 reviews,Kosaka
1587879540-39057,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d10155892-Reviews-Kosaka-New_York_City_New_York.html,4.5,Japanese,45,45,35,null,$$$$,Kosaka,,null,19,3,3,1,1,30 reviews,Kosaka
1587879540-39052,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d10155892-Reviews-Kosaka-New_York_City_New_York.html,4.5,Japanese,45,45,35,null,$$$$,Mediocre,,null,19,3,3,1,1,30 reviews,Kosaka
1587879540-39062,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d10155892-Reviews-Kosaka-New_York_City_New_York.html,4.5,Japanese,45,45,35,null,$$$$,,"This felt really average while price not so average and quite high.  There were maybe two standouts but one was an add-on.  When I finished, I was not full.  Not that many pieces.   Usually the good Omakases will be crowded but not this one and...More",null,19,3,3,1,1,30 reviews,Kosaka
1587879540-39056,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d10155892-Reviews-Kosaka-New_York_City_New_York.html,4.5,Japanese,45,45,35,null,$$$$,Perfect dinner,,null,19,3,3,1,1,30 reviews,Kosaka
1587879540-39064,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d10155892-Reviews-Kosaka-New_York_City_New_York.html,4.5,Japanese,45,45,35,null,$$$$,,happened to pass by one summer day when it was closed and decided to try   this was before it was awarded its well deserved first Michelin star.  now back for a second visit! a must to sit at the counter as well as beginning with...More,null,19,3,3,1,1,30 reviews,Kosaka
1587879540-39053,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d10155892-Reviews-Kosaka-New_York_City_New_York.html,4.5,Japanese,45,45,35,null,$$$$,Mikey speaks,,null,19,3,3,1,1,30 reviews,Kosaka
1587879638-39077,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d1657868-Reviews-Jean_Georges-New_York_City_New_York.html,4.5,French,45,45,40,45,$$$$,Fabulous elegant lunch,,Certificate of Excellence2016 - 2019 Winner,"1,101",231,111,58,38,"1,954 reviews",Jean-Georges
1587879638-39090,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d1657868-Reviews-Jean_Georges-New_York_City_New_York.html,4.5,French,45,45,40,45,$$$$,,"Excellent in every respect. Service was impeccable. As was food. Seated 745 and left 10:30. Well paced.,Quiet enough for four of us to talk.",Certificate of Excellence2016 - 2019 Winner,"1,101",231,111,58,38,"1,954 reviews",Jean-Georges
1587879638-39075,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d1657868-Reviews-Jean_Georges-New_York_City_New_York.html,4.5,French,45,45,40,45,$$$$,Once again SUPERB,,Certificate of Excellence2016 - 2019 Winner,"1,101",231,111,58,38,"1,954 reviews",Jean-Georges
1587879638-39074,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d1657868-Reviews-Jean_Georges-New_York_City_New_York.html,4.5,French,45,45,40,45,$$$$,Marvellous Dining and Experience.,,Certificate of Excellence2016 - 2019 Winner,"1,101",231,111,58,38,"1,954 reviews",Jean-Georges
1587879638-39084,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d1657868-Reviews-Jean_Georges-New_York_City_New_York.html,4.5,French,45,45,40,45,$$$$,,"Almost every item on the tasting menu was wonderful to taste and beautifully presented. We chose our own wines, largely Bordeaux reds, from a strong selection. One of the very finest dining experiences in New York. It would not be appropriate to comment on price, save to confirm that it’s worth it. This was a special meeting, and the venue had to be as special to match.
Only two negatives. First, the server kept mixing up who had which dish; poor management in general and unforgivable at this price point. Second, the entrance was chaotic: nobody could tell if we were booked for the casual section or the main dining room, and nobody was in charge. Fix this please.
If these issues can be resolved, it would be flawless.",Certificate of Excellence2016 - 2019 Winner,"1,101",231,111,58,38,"1,954 reviews",Jean-Georges
1587879638-39073,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d1657868-Reviews-Jean_Georges-New_York_City_New_York.html,4.5,French,45,45,40,45,$$$$,Our Fifth Visit and It Gets Better Every Time.,,Certificate of Excellence2016 - 2019 Winner,"1,101",231,111,58,38,"1,954 reviews",Jean-Georges
1587879638-39079,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d1657868-Reviews-Jean_Georges-New_York_City_New_York.html,4.5,French,45,45,40,45,$$$$,Best dinner and atmosphere,,Certificate of Excellence2016 - 2019 Winner,"1,101",231,111,58,38,"1,954 reviews",Jean-Georges
1587879638-39082,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d1657868-Reviews-Jean_Georges-New_York_City_New_York.html,4.5,French,45,45,40,45,$$$$,,"This is a very sophisticated, remantic French in NYC, on the first floor of Trump building overlook the Central park. We had a wonderful meal there, and the their wine collection is amazing!",Certificate of Excellence2016 - 2019 Winner,"1,101",231,111,58,38,"1,954 reviews",Jean-Georges
1587879638-39091,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d1657868-Reviews-Jean_Georges-New_York_City_New_York.html,4.5,French,45,45,40,45,$$$$,,"I came for lunch with my husband in the dining room. The setting was beautiful, and the service faultless.
The 'four' menu was perfect and very good value - although this is a 5 star review I would advise diners to check with the servers...More",Certificate of Excellence2016 - 2019 Winner,"1,101",231,111,58,38,"1,954 reviews",Jean-Georges
1587879638-39080,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d1657868-Reviews-Jean_Georges-New_York_City_New_York.html,4.5,French,45,45,40,45,$$$$,Tasting menu 6 courses,,Certificate of Excellence2016 - 2019 Winner,"1,101",231,111,58,38,"1,954 reviews",Jean-Georges
1587879638-39088,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d1657868-Reviews-Jean_Georges-New_York_City_New_York.html,4.5,French,45,45,40,45,$$$$,,"Have been here a couple of times and the service and food here are impeccable.
The gluten free bread was great and all the courses were equally as delicious.
Wait staff are attentive and relaxed/friendly without being too over the top. Would highly recommend.",Certificate of Excellence2016 - 2019 Winner,"1,101",231,111,58,38,"1,954 reviews",Jean-Georges
1587879638-39081,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d1657868-Reviews-Jean_Georges-New_York_City_New_York.html,4.5,French,45,45,40,45,$$$$,,"I came for lunch with my husband in the dining room. The setting was beautiful, and the service faultless.
The 'four' menu was perfect and very good value - although this is a 5 star review I would advise diners to check with the servers which items come with a supplement - it wasn't very clear that both caviar dishes came with a supplement, so the bill was a bit of a suprise when it came! Nonetheless we both laughed about this after, did the rest of our trip on a tight budget, and agreed that it had been the tastiest dish of the whole meal - we're strangely glad we made the mistake.
I'd definitely go again, and will check out the London restaurant back home.
Thank you!",Certificate of Excellence2016 - 2019 Winner,"1,101",231,111,58,38,"1,954 reviews",Jean-Georges
1587879638-39086,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d1657868-Reviews-Jean_Georges-New_York_City_New_York.html,4.5,French,45,45,40,45,$$$$,,My experience here was better than at other three or two star restaurants in the City that I have visited. Service was impecable yet friendly. Every dish was a work of art. I look forward to returning soon.,Certificate of Excellence2016 - 2019 Winner,"1,101",231,111,58,38,"1,954 reviews",Jean-Georges
1587879638-39083,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d1657868-Reviews-Jean_Georges-New_York_City_New_York.html,4.5,French,45,45,40,45,$$$$,,We met an old friend here for lunch and it was our first lunch ever here after a number of dinners. The room is beautiful and done in white and it is elegant. We chose the four course tasting menu and the food was superb. The ladies had the wine pairings and they raved about the wines. I had to stop eating bread since it would have been easy to fill up on the bread it was so good. The best course seemed to be the scallops among four great courses. The desserts were unbelievable and the ladies chose chocolate; the presentation of which was pure art. I do not have a clue about my dessert which was a white ball chilled with tropical fruits but it was super good. Service was over the top by a team of talented servers. A perfect meal.,Certificate of Excellence2016 - 2019 Winner,"1,101",231,111,58,38,"1,954 reviews",Jean-Georges
1587879638-39087,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d1657868-Reviews-Jean_Georges-New_York_City_New_York.html,4.5,French,45,45,40,45,$$$$,,"I had a fabulous elegant lunch here on Saturday, Jan. 18. Georgia and her team did a great job with flawless service and making feel comfortable despite dining alone. I was given a great table by the window overlooking a snow-swept Central Park. I had the omnivore four-course lunch which is a great value, plus a tasty G&T and a glass of Pinot. The amuse bouche was delicious, as was the tuna ribbons, baked oysters, tenderloin, and dessert (see picture). I can’t wait to return.",Certificate of Excellence2016 - 2019 Winner,"1,101",231,111,58,38,"1,954 reviews",Jean-Georges
1587879638-39071,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d1657868-Reviews-Jean_Georges-New_York_City_New_York.html,4.5,French,45,45,40,45,$$$$,Fabulous meal for our honeymoon,,Certificate of Excellence2016 - 2019 Winner,"1,101",231,111,58,38,"1,954 reviews",Jean-Georges
1587879638-39076,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d1657868-Reviews-Jean_Georges-New_York_City_New_York.html,4.5,French,45,45,40,45,$$$$,Deserving of a third star from Michelin.,,Certificate of Excellence2016 - 2019 Winner,"1,101",231,111,58,38,"1,954 reviews",Jean-Georges
1587879638-39078,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d1657868-Reviews-Jean_Georges-New_York_City_New_York.html,4.5,French,45,45,40,45,$$$$,Fantastic Fine Dining Lunch,,Certificate of Excellence2016 - 2019 Winner,"1,101",231,111,58,38,"1,954 reviews",Jean-Georges
1587879638-39072,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d1657868-Reviews-Jean_Georges-New_York_City_New_York.html,4.5,French,45,45,40,45,$$$$,Wonderful Michelin 2-Star restaurant in NYC!!,,Certificate of Excellence2016 - 2019 Winner,"1,101",231,111,58,38,"1,954 reviews",Jean-Georges
1587879638-39089,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d1657868-Reviews-Jean_Georges-New_York_City_New_York.html,4.5,French,45,45,40,45,$$$$,,"I will start this review by saying you get what you pay for. If you are going here for an experience you have come to the right place. Service was a 10, wine and wine selection was a 10, food was a 9.7- i can’t give everything a perfect score. The location is great, which is right across from Central Park. Great place for a special event, such as birthday or anniversary dinner and very very impressive. The bill is going to be what it is in this part of town and you will not be disappointed after you leave and pay the bill. Staff was excellent and looking forward to going back with my wife again. I have been a few times for work and personal and both are perfect. Afterwards you can go to Central Park, Time Warner center, movies, there is plenty to do. Also some of the best hotels in NYC are all with 5 blocks or so.",Certificate of Excellence2016 - 2019 Winner,"1,101",231,111,58,38,"1,954 reviews",Jean-Georges
1587879638-39085,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d1657868-Reviews-Jean_Georges-New_York_City_New_York.html,4.5,French,45,45,40,45,$$$$,,"Have been coming here since my 50th birthday, now nearing 60. Hear this weekend for 20th Anniversary with friends and yet again Jean George delivered. Ambience superb. Staff and service exquisite. Food divine. 
We booked a luncheon with friends. Their first time and they loved it. We did the four course fixe prix and the wine pairing. Wine pairing was EXCELLENT. All v nicely finish with small sweets and their signature marshmallows 

Staff very knowledgeable. Very professional. Also engaging 

Once again a v memorable experience at JG

Though in a Trump named building, JG have no association They are independent and only rent space from the gilding that is owned by GE

The location is superb and the rooms lovely",Certificate of Excellence2016 - 2019 Winner,"1,101",231,111,58,38,"1,954 reviews",Jean-Georges
1587879683-39095,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d811567-Reviews-Momofuku_Ko-New_York_City_New_York.html,4.5,Asian,45,45,40,40,$$$$,What a fantastic experience!,,Certificate of Excellence2016 - 2019 Winner,232,54,33,14,2,408 reviews,Ko
1587879683-39112,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d811567-Reviews-Momofuku_Ko-New_York_City_New_York.html,4.5,Asian,45,45,40,40,$$$$,,"I came here alone and had been hearing about the greatness that is David Chang and Momofuku Ko, so had to see for myself.  I love the concept of being at a counter while watching the team prepare meals and interact with the diners, especially...More",Certificate of Excellence2016 - 2019 Winner,232,54,33,14,2,408 reviews,Ko
1587879683-39097,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d811567-Reviews-Momofuku_Ko-New_York_City_New_York.html,4.5,Asian,45,45,40,40,$$$$,Such a good experience.,,Certificate of Excellence2016 - 2019 Winner,232,54,33,14,2,408 reviews,Ko
1587879683-39092,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d811567-Reviews-Momofuku_Ko-New_York_City_New_York.html,4.5,Asian,45,45,40,40,$$$$,Boring and Dated,,Certificate of Excellence2016 - 2019 Winner,232,54,33,14,2,408 reviews,Ko
1587879683-39094,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d811567-Reviews-Momofuku_Ko-New_York_City_New_York.html,4.5,Asian,45,45,40,40,$$$$,Rushed,,Certificate of Excellence2016 - 2019 Winner,232,54,33,14,2,408 reviews,Ko
1587879683-39093,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d811567-Reviews-Momofuku_Ko-New_York_City_New_York.html,4.5,Asian,45,45,40,40,$$$$,Perfect Japanese in New York,,Certificate of Excellence2016 - 2019 Winner,232,54,33,14,2,408 reviews,Ko
1587879683-39102,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d811567-Reviews-Momofuku_Ko-New_York_City_New_York.html,4.5,Asian,45,45,40,40,$$$$,,"I came here alone and had been hearing about the greatness that is David Chang and Momofuku Ko, so had to see for myself. I love the concept of being at a counter while watching the team prepare meals and interact with the diners, especially as for a solo diner. I was excited to start the meal and taste what was been deemed as ground-breaking. Honestly, the best thing for me was updating my iTunes playlist. About halfway through, I was so bored and uninspired, that I just wanted it to be over so I could go back to my hotel. Not to say that the food was bad, but there wasn't a single dish that blew me away (all I remember on my Uber ride back was that I couldn't remember anything that I ate). This style of prep and cuisine is a dime a dozen now at this level...I wish I had taken the same money, maybe even added a bit more and explored elsewhere. My time was wasted but the mystery is over and I can confidently say that I won't be back here again. More importantly, I don't recommend it at all.",Certificate of Excellence2016 - 2019 Winner,232,54,33,14,2,408 reviews,Ko
1587879683-39101,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d811567-Reviews-Momofuku_Ko-New_York_City_New_York.html,4.5,Asian,45,45,40,40,$$$$,It's an Experience,,Certificate of Excellence2016 - 2019 Winner,232,54,33,14,2,408 reviews,Ko
1587879683-39106,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d811567-Reviews-Momofuku_Ko-New_York_City_New_York.html,4.5,Asian,45,45,40,40,$$$$,,"Modern restaurant with a u-shaped counter concept so that you can see the cooking right in front of you. The food is good although nothing is particularly memorable.
I can away a little confused about the identity of the cuisine: it is definitely not Chinese or Japanese but it is not western either, quite ""Pacific Rim"" and includes a bit of everything. I generally love a Kaiseki concept but the Japanese gives the course more contrast between hot vs cold, raw vs cooked, fried vs steamed; at Ko every dish is about the same temperature and cooked in similar ways.
I enjoyed the meal but I do think there is room for improvement.",Certificate of Excellence2016 - 2019 Winner,232,54,33,14,2,408 reviews,Ko
1587879683-39110,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d811567-Reviews-Momofuku_Ko-New_York_City_New_York.html,4.5,Asian,45,45,40,40,$$$$,,"As new empty nesters my wife and I realized we would be home alone this Easter and quickly decided not to stay home! The Momofuku name is famous already but when you have no idea what you’ll eat until it shows up we knew we were in for a treat. This is a splurge but well worth it. More art than a meal but still delicious, filling and satisfying. Bucket list item checked off but I may repeat! Not an ounce of pretense from the staff as they graciously gave up their holiday",Certificate of Excellence2016 - 2019 Winner,232,54,33,14,2,408 reviews,Ko
1587879683-39105,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d811567-Reviews-Momofuku_Ko-New_York_City_New_York.html,4.5,Asian,45,45,40,40,$$$$,,"My best meal experience in NYC, including various 3 stars. The reception as we walked through the door, the setting, the music and the bar seating in the main room were all great omens of what was to follow. We arrived early for lunch and were the last to leave despite there being no pressure for us to do-so from the team. The staff were SO lovely that they could have turned a mediocre meal (not AT ALL the case here!) into a pleasure. Special shout-out to Arthur and the manager (Su-Wong i think was her name) who were more than adorable, as were charming the cooks who present the dishes. The vibe is one of sophisticated laid-backness which was so refreshing after the previous days’ 3-star stuffiness. The food was of course sensational and we left with that wonderful glowing sensation of total fulfillment. Well done guys and thanks so much!",Certificate of Excellence2016 - 2019 Winner,232,54,33,14,2,408 reviews,Ko
1587879683-39099,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d811567-Reviews-Momofuku_Ko-New_York_City_New_York.html,4.5,Asian,45,45,40,40,$$$$,Outstanding Counter Seating Experience,,Certificate of Excellence2016 - 2019 Winner,232,54,33,14,2,408 reviews,Ko
1587879683-39108,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d811567-Reviews-Momofuku_Ko-New_York_City_New_York.html,4.5,Asian,45,45,40,40,$$$$,,"Were able to book counter seats and witness the preparation of our 12 course tasting menu with wine pairings, First and foremost the food was a complete experience - visually stunning in its presentation, each course presented by the young chef responsible for its preparation (with a great description), and of course, delicious and interesting. The wine pairings were carefully selected. We had the opportunity to talk at length with Jonas, the Executive Sous Chef, about the restaurant, his background and how they design the menus. The restaurant lives up to its Michelin 2 star rating. I must say though that there is no signage outside the restaurant - it is in a short alley, hard to find.",Certificate of Excellence2016 - 2019 Winner,232,54,33,14,2,408 reviews,Ko
1587879683-39107,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d811567-Reviews-Momofuku_Ko-New_York_City_New_York.html,4.5,Asian,45,45,40,40,$$$$,,"At first sight we didn't know what to think, the location is good but it doesn't seem like a real Micheline star restaurant, so we sat expecting good food, but nothing more.
Well, we loved the food, the ramen was something amazing.
The staff was prepared and kind.
We really enjoyed are lunch here.",Certificate of Excellence2016 - 2019 Winner,232,54,33,14,2,408 reviews,Ko
1587879683-39098,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d811567-Reviews-Momofuku_Ko-New_York_City_New_York.html,4.5,Asian,45,45,40,40,$$$$,Unforgettable experience,,Certificate of Excellence2016 - 2019 Winner,232,54,33,14,2,408 reviews,Ko
1587879683-39103,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d811567-Reviews-Momofuku_Ko-New_York_City_New_York.html,4.5,Asian,45,45,40,40,$$$$,,"I like the small size of the restaurant. There is only place for 16-20 people and that makes all the difference. Many restaurants in New York are enormous, and therefore lack a personal touch. Here no,no.
While eating around the kitchen, you just stay amazed by the hustle by the chefs, beautiful to see.
Dishes were alle exquisite and fine. Wine pairing is fenomenal (one point of critique: for the price paid, i would have loved to get a little bit more wine, and not a minimal taster).
Certainly a place to revisit (if i can get in ;-))",Certificate of Excellence2016 - 2019 Winner,232,54,33,14,2,408 reviews,Ko
1587879683-39100,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d811567-Reviews-Momofuku_Ko-New_York_City_New_York.html,4.5,Asian,45,45,40,40,$$$$,Empty nest Easter,,Certificate of Excellence2016 - 2019 Winner,232,54,33,14,2,408 reviews,Ko
1587879683-39111,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d811567-Reviews-Momofuku_Ko-New_York_City_New_York.html,4.5,Asian,45,45,40,40,$$$$,,"This is not a place for the weary. The price is very steep as well as the drinks. However, the quality is A++. You feel like you are on Top Chef watching them cook all the food and then present what you are eating. Everything is fresh! Nothing tastes even remotely off. I ate things I never imagined like raw Sea Bass and Sea Urchin. But they were good. Some might ask if this place will fill you up...I think so as long as you eat everything and reasonable time from your last meal. The meal with drinks cost us $700 but it was for my wife's birthday. I will not forget the experience or the food. It is 12 courses over 2-2.5 hours. Restaurants come and go and you forget them but you will not forget experiences.",Certificate of Excellence2016 - 2019 Winner,232,54,33,14,2,408 reviews,Ko
1587879683-39096,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d811567-Reviews-Momofuku_Ko-New_York_City_New_York.html,4.5,Asian,45,45,40,40,$$$$,Well worth a visit but came away confused,,Certificate of Excellence2016 - 2019 Winner,232,54,33,14,2,408 reviews,Ko
1587879683-39104,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d811567-Reviews-Momofuku_Ko-New_York_City_New_York.html,4.5,Asian,45,45,40,40,$$$$,,"I remember a great lunch here a few years ago. Unfortunately this time it was a nightmare.
12 courses in 55 minutes. The cheque was delivered when my glass was still 3/4 full. 
Disappointing",Certificate of Excellence2016 - 2019 Winner,232,54,33,14,2,408 reviews,Ko
1587879683-39109,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d811567-Reviews-Momofuku_Ko-New_York_City_New_York.html,4.5,Asian,45,45,40,40,$$$$,,"Great experience from start to finish. I loved each dish and the beverage pairings -- nice variety of red, white, sparkling, beer and sake. Service was outstanding and the fact that service (tip) is included was a pleasant surprise (I see now it's noted on the website, but I had not noticed.) I was dining solo and the counter is a fantastic place to watch all the kitchen action with never a boring moment.",Certificate of Excellence2016 - 2019 Winner,232,54,33,14,2,408 reviews,Ko
1587879708-39120,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d3599839-Reviews-Atera-New_York_City_New_York.html,4.5,Vegetarian Friendly,45,50,40,45,$$$$,Unique experience,,Certificate of Excellence2016 - 2019 Winner,113,18,11,2,3,195 reviews,Atera
1587879708-39119,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d3599839-Reviews-Atera-New_York_City_New_York.html,4.5,Vegetarian Friendly,45,50,40,45,$$$$,Great experience at Atera,,Certificate of Excellence2016 - 2019 Winner,113,18,11,2,3,195 reviews,Atera
1587879708-39123,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d3599839-Reviews-Atera-New_York_City_New_York.html,4.5,Vegetarian Friendly,45,50,40,45,$$$$,,"A truly exceptional meal. Each dish was a work of art. Unfortunately as soon as I placed my phone on the counter it was placed in a leather sleeve which I understood to mean no pictures. It was fascinating to see each dish assembled and when presented explained in detail. I have visited countless restaurants in NYC but none comes close to this one. More than a meal, it was an exhibition of the chefs creativity in a series of dishes. A must.",Certificate of Excellence2016 - 2019 Winner,113,18,11,2,3,195 reviews,Atera
1587879708-39114,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d3599839-Reviews-Atera-New_York_City_New_York.html,4.5,Vegetarian Friendly,45,50,40,45,$$$$,Something is wrong with the chef,,Certificate of Excellence2016 - 2019 Winner,113,18,11,2,3,195 reviews,Atera
1587879708-39125,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d3599839-Reviews-Atera-New_York_City_New_York.html,4.5,Vegetarian Friendly,45,50,40,45,$$$$,,"I like the small size of the restaurant. There is only place for 12-16 people and that makes all the difference. Many restaurants in New York are enormous, and therefore lack a personal touch.
Staff is superfriendly and personal.
The tasting menu was exquisite and the wine pairing of high standard.
This is an absolute must in New York !",Certificate of Excellence2016 - 2019 Winner,113,18,11,2,3,195 reviews,Atera
1587879708-39117,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d3599839-Reviews-Atera-New_York_City_New_York.html,4.5,Vegetarian Friendly,45,50,40,45,$$$$,A really good experience!,,Certificate of Excellence2016 - 2019 Winner,113,18,11,2,3,195 reviews,Atera
1587879708-39116,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d3599839-Reviews-Atera-New_York_City_New_York.html,4.5,Vegetarian Friendly,45,50,40,45,$$$$,Exceptional,,Certificate of Excellence2016 - 2019 Winner,113,18,11,2,3,195 reviews,Atera
1587879708-39113,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d3599839-Reviews-Atera-New_York_City_New_York.html,4.5,Vegetarian Friendly,45,50,40,45,$$$$,A culinary temple.,,Certificate of Excellence2016 - 2019 Winner,113,18,11,2,3,195 reviews,Atera
1587879708-39127,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d3599839-Reviews-Atera-New_York_City_New_York.html,4.5,Vegetarian Friendly,45,50,40,45,$$$$,,"Very interesting taste associations and experience. Great service (4 in the kitchen, 5 more for the service... for 16 guests!)... all with a smile and a subtle way to personalize their attention to your needs. Great setting as well. Only regret is for desserts... good but not matching the level of other parts.",Certificate of Excellence2016 - 2019 Winner,113,18,11,2,3,195 reviews,Atera
1587879708-39129,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d3599839-Reviews-Atera-New_York_City_New_York.html,4.5,Vegetarian Friendly,45,50,40,45,$$$$,,"We had dinner at Atera on our last visit to New York City and it was a truly outstanding experience.
First, we really enjoyed the dining room set-up which wraps around the kitchen as it gave us a prime view into the food preparation process. Service was also friendly and attentive and the soundtrack playing into the background curated by one of the Maitre D really helped in creating a fun yet reserved ambiance.
Food was excellent throughout with some nice innovative courses and some really flavorful dishes throughout the evening. We left feeling quite full and happy. We opted for the premium wine pairing which was quite frankly overpriced. If i go back i will select one or two bottles or opt for the regular pairing.
Overall great night at Atera!",Certificate of Excellence2016 - 2019 Winner,113,18,11,2,3,195 reviews,Atera
