web-scraper-order,web-scraper-start-url,Link,Link-href,Restaurant,Cuisine and Price,Review text,Michelin stars
"1587809963-173","https://guide.michelin.com/us/en/new-york-state/new-york/restaurants/3-stars-michelin/2-stars-michelin/1-star-michelin","","https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/okuda","Okuda","125
                                    
                                    -
                                    245
                                    
                                    USD
                                    
                                     • Japanese","The flurry of Japanese exports laying down roots in NYC takes a high-end turn with the arrival of Okuda, courtesy of Chef/owner Toru Okuda. Fresh on the heels of launching successful branches in Tokyo and Paris, he turns to Executive Chef Mitsuhiro Endo to carry out his vision of refinement, elegance and seasonality here in Chelsea. In the realm of traditional kaiseki cuisine, this kitchen pays tribute to the seasons down to the detail, offering a style so nuanced you’ll want to note each element to fully appreciate the chef’s every sensibility. Meticulous handiwork, delicate knife cuts and ingredient sourcing (from Japan and more local environs) all come together to produce an enchanting experience. Hidden in plain sight, the small, sleek space feels private, with a seven-seat, chef-facing counter that requires reservations. The food is truly the star though, commencing with buttery sheets of barely cooked Wagyu shabu-shabu style, paired with luscious Maine uni as well as yuba in dashi. Then silver-skinned sea perch may follow with a chewy mochi ball. At the end, miso-glazed mackerel is elevated with creamy potato and crisp lotus root spiced with togarashi and pickled turnip.","m"
"1587810091-231","https://guide.michelin.com/us/en/new-york-state/new-york/restaurants/3-stars-michelin/2-stars-michelin/1-star-michelin","","https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/per-se","Per Se","75
                                    
                                    -
                                    150
                                    
                                    USD
                                    
                                     • Contemporary","An experience at Thomas Keller’s Per Se is one to be savored, treasured, recounted and remembered. Once you’ve been welcomed by the charming team, the somewhat incongruous feeling of riding an escalator up to such a place will soon be forgotten, as will the Time Warner Center itself. However, even with those stunning cityscape views afforded by the large windows—and the clever design of the room whereby all tables get to look out—your attention won’t stray far from the plate in front of you. Such is the appeal of the dishes. There are two tasting menus, one of which is vegetarian. They do offer alternatives using extra-lavish ingredients at eye-wateringly expensive supplements but unless you’re richer than Croesus, you really needn’t consider them as the “standard” dishes provide all the flavor and luxury you’ll need. Just put yourself in the chef's hands and enjoy a meal that is balanced, varied and as seasonal as it gets. The kitchen’s sourcing is legendary and will make you think again about ingredients you consider familiar. For instance, the milk-poached poularde is so exceptionally succulent and flavorsome that any chicken you subsequently sample will seem a disappointment.","o"
"1587810011-195","https://guide.michelin.com/us/en/new-york-state/new-york/restaurants/3-stars-michelin/2-stars-michelin/1-star-michelin","","https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-nakazawa","Sushi Nakazawa","75
                                    
                                    -
                                    150
                                    
                                    USD
                                    
                                     • Japanese","For a truly memorable sushi adventure, head to this sleek and contemporary ten-seat counter—be forewarned though that dining in the back room does not guarantee the same experience. Chef Daisuke Nakazawa’s reputation is formidable, which works as a contrast to the jovial banter between the itamae from behind the counter. It simply elucidates the fact that this is a team who loves their craft and is happy to perform for their guests—perhaps using a live wriggling prawn for a bit of a spectacle. Discover flavorful and fatty cuts of fish available here at a more palatable price point compared to many of the city’s other notable sushi counters. Chef Nakazawa’s signature style combines supremely tender fish with perfectly seasoned rice, a spark of wasabi and judicious brush of nikiri for consistently excellent results. One night, for instance, may feature a spectrum of sushi from Hokkaido cherry salmon to live Massachusetts sea scallop with citrus and salt. Then move on to outstanding uni, and finally, a handroll of fatty tuna chopped so fine that it almost seems emulsified. Keep in mind that these chefs are always happy to adjust sizing based on each diner’s liking.","m"
"1587810071-222","https://guide.michelin.com/us/en/new-york-state/new-york/restaurants/3-stars-michelin/2-stars-michelin/1-star-michelin","","https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/ichimura-at-uchu","Ichimura at Uchū","75
                                    
                                    -
                                    150
                                    
                                    USD
                                    
                                     • Japanese","This glossy Japanese prodigy may be settled amidst generic bodegas and low-lying storefronts, but it is an absolute jewel of a spot. Envisioned by owner Derek Feldman, the sushi bar is headed up by master chef Eiji Ichimura, who prepares a culinary experience for up to 20 lucky diners nightly. A sharply suited host ushers guests into an elegant space decked out in shades of gold. Designed by Scott Kester, walls are lined with textured coverings and the pale wood counter is armed with ten sienna-orange leather chairs. There are no tables and only two seatings per night—at 6:00 and 9:00 P. M. —ergo, it’s important to be punctual as the first meal ends with just enough of a break to give the chef some time to set up for his second session. A night in this master’s presence is thrilling. The grit and noise from the outside will start to dim just as the soothing space and exquisite dishes begin to envelop you. Noodle-like baby squid is served in ponzu with a pinch of grated daikon for ace flavor, while slices of octopus are arranged with leeks and mustard for textural excellence. A delightfully savory monaka combining toasted nori, king crab and Hokkaido uni makes for a luxurious mouthful.","n"
"1587810066-220","https://guide.michelin.com/us/en/new-york-state/new-york/restaurants/3-stars-michelin/2-stars-michelin/1-star-michelin","","https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/batard","Bâtard","65
                                    
                                    -
                                    95
                                    
                                    USD
                                    
                                     • Contemporary","239 West Broadway will be a familiar address to those who know their restaurants as it has hosted a number of seminal establishments—and Drew Nieporent’s Bâtard is no exception. The space is comfortable and streamlined, while the atmosphere feels grown-up and animated. When it comes to service, the well-appointed and smiling brigade glide about the room seamlessly. But really, everyone is here for the food—and that food is very good indeed. Chef Markus Glocker’s cooking is precise and his dishes look quite delicate on the plate. But like a good featherweight they pack more of a punch than you’re expecting. An umami-rich broth may arrive with beautifully shaped caramelle stuffed with shallots, herbs and morels; but, also consider the Arctic char, gently laid over a pool of caramelized onion soubise and accompanied by deep-fried asparagus. Completing the skills of this fine kitchen are such unexpected seasonal treats as an English pea parfait with rhubarb consommé and white asparagus. Discerning palates might even notice the chef's Austrian roots—as evidenced by the likes of short rib and tafelspitz terrine, or Granny Smith and sweetbread strudel.","m"
"1587810036-206","https://guide.michelin.com/us/en/new-york-state/new-york/restaurants/3-stars-michelin/2-stars-michelin/1-star-michelin","","https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cote","Cote","50
                                    
                                    -
                                    180
                                    
                                    USD
                                    
                                     • Korean","Korean-born Simon Kim opened Cote as a joyful celebration of his home country’s love for beef allied with his admiration for the great American steakhouse—and that’s what makes this place unique. Just head downstairs and admire the meats hanging in the aging room. If that doesn’t have a Pavlovian effect on you, nothing will. The space also breaks the norm in its looks; it's dark, moody and atmospheric. And while better suited to a group than a date, it is still a restaurant for which people dress up. There’s a comprehensive wine list too, which, if you look close enough, offers nuggets of value. (Downstairs is their ersatz speakeasy, Undercote. )First-timers should head for the “Butcher’s Feast” where you’ll get four different cuts of beef and a luscious egg soufflé that’s a meal in itself. This is accompanied by enough banchan and stews to cover your table and appetite. The USDA Prime meats are first presented raw for you to admire their marbling and color. Your server then rubs the smokeless grill with oil before expertly cooking them. The supporting cast of accompanying flavors—from the kimchi to the ssamjang—are all there to enhance their succulent and persuasive flavor even further.","m"
"1587810034-205","https://guide.michelin.com/us/en/new-york-state/new-york/restaurants/3-stars-michelin/2-stars-michelin/1-star-michelin","","https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/eleven-madison-park","Eleven Madison Park","125
                                    
                                    USD
                                    
                                     • Contemporary","This modern, elegant dining room displays the virtues of symmetry, with not so much as a chair pushed out of its proper place. Everything is custom made, from the staff’s Todd Snyder suits to the handblown water vases. It's all evidence of Chef Daniel Humm’s masterful precision that extends through the cuisine as it artfully unfolds before each guest. Cocktails are a must and the program features expertly crafted sips highlighting a range of botanicals including green tomato, yuzu or sesame. The Manhattan Cart tempts diners with a bespoke version of the classic cocktail prepared tableside. The menu beams with impressive creativity, as in snails roasted in a bundle of young lettuce; and duck lacquered with honey and lavender. Classic New York remains a noteworthy theme as displayed by a smoked sturgeon-topped savory cheesecake with a bagel crumb crust that pays homage to the city's appetizing shops. Specialties arrive by trolley, perhaps bearing a shaved truffle-topped flatbread brushed with aged-cheddar sauce, which when removed goes on to reveal stuffed wild mushrooms in an intense broth. Desserts, like the Meyer lemon, black sesame and yogurt composition, are utterly modern.","o"
"1587809990-185","https://guide.michelin.com/us/en/new-york-state/new-york/restaurants/3-stars-michelin/2-stars-michelin/1-star-michelin","","https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/aquavit","Aquavit","60
                                    
                                    -
                                    195
                                    
                                    USD
                                    
                                     • Scandinavian","No detail goes unnoticed at this sleek, recently revamped beauty, now sporting an open kitchen with Chef Emma Bengtsson at the helm. The suited servers glide seamlessly through the dining room, and the overall design of Aquavit remains clean and contemporary. The cuisine is as refined as its Nordic presentations are modern and beautiful—expect glazed earthenware, slate platters and wooden boxes. Opt for the namesake aquavit—offered in house-infused flavors like anise-caraway-fennel or fig-cardamom—to team with such appetizers as a seaweed tartlet with mussel cream and malt gel or Scandinavian sausage slider on a toasted potato bun. This kitchen does many things well, but what makes it one of the more unique is its ability to take bold Scandinavian flavors like dill, lingonberry, smoke, or brine and soften them into balanced, whimsical, and elegant dishes. Take for example, the house-cured salmon, with its dramatic presentation thanks to the fog created by its pear granité “snow; "" or crispy-skinned duck with a perfectly pink interior, black truffle, apple shavings, and a drizzle of black truffle duck jus poured tableside. If you find yourself across the pond, visit the London sibling.","n"
"1587809977-179","https://guide.michelin.com/us/en/new-york-state/new-york/restaurants/3-stars-michelin/2-stars-michelin/1-star-michelin","","https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/agern","Agern","40
                                    
                                    -
                                    155
                                    
                                    USD
                                    
                                     • Scandinavian","Even before disciples of the New Nordic creed started making pilgrimages to Copenhagen’s Noma restaurant, it was clear that the winds of culinary change were blowing in from that direction. The ethos that has made the cooking in Scandinavia so influential—fierce adherence to seasonality and respect for nature’s larder—may not seem particularly groundbreaking but for many a chef and restaurateur it prompted some sort of epiphany. The good news is that, thanks to the great Dane Claus Meyer, you don’t need to fly there to find out more. Agern is hidden at the Vanderbilt Hall end of Grand Central Terminal but has been designed with such understated elegance that you quickly forget where you are. The restaurant also leads into the Nordic-themed “Great Northern Food Hall” so go ahead and embrace the hygge. Ingredients like havgus, söl, and ymer may not exactly roll off the tongue but Icelandic chef Gunnar Gíslason uses them, along with pickling, smoking, and fermenting, to deliver sharper, more defined, and more natural flavors. Mackerel is finessed with bright nasturtium purée and tart tomato salad, while the richness of the dry-aged duck rillettes is balanced with bitter charred cabbage.","m"
"1587810001-190","https://guide.michelin.com/us/en/new-york-state/new-york/restaurants/3-stars-michelin/2-stars-michelin/1-star-michelin","","https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jewel-bako","Jewel Bako","50
                                    
                                    -
                                    160
                                    
                                    USD
                                    
                                     • Japanese","Only a discreetly marked door and tiny glass windows signal the entrance to this beloved sushi bijou. Once inside, you’ll discover an elegant scene highlighting sloped bamboo slats that frame a row of beautifully plated, close-knit tables. There’s a gorgeous blonde wood sushi bar in the back, while gentle jazz music plays in the background. It's all very appealing and particularly serene. Service is excellent, and begins at the door as they whisk away your belongings. These waiters have an eagle eye for detail, managing to be so unobtrusive that you’re able to enjoy intimate conversation. You can choose from multiple options—pick from a wide variety of fish à la carte or leave it up to the talented chef by going with the fixed-price omakase. Either way, you’re in for a culinary treat. The quality and seriousness of the kitchen remain excellent with each passing year, turning out exquisite dishes like pearly cod fillet, a boundary-pushing dish that is very memorable. The sashimi that follows is equally astounding, from the slicing technique to the fish quality, much of it seasonal and flown in directly from Japan. Even the nice selection of sake shows a careful eye for detail.","m"
"1587810007-193","https://guide.michelin.com/us/en/new-york-state/new-york/restaurants/3-stars-michelin/2-stars-michelin/1-star-michelin","","https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kanoyama","Kanoyama","50
                                    
                                    -
                                    76
                                    
                                    USD
                                    
                                     • Japanese","The spotlight shines here on the seriously talented Chef Nobuyuki Shikanai, who commands the rear room’s attention as he performs his magic before the few coveted seats along his omakase counter. Beyond this, the space has a row of tables where you might observe a group indulging in a tuna rib that appears large enough to have come from a cow: first sliced raw, then cooked to enjoy this incredible fish both ways. Unlike the monastic atmosphere often found elsewhere, the mood here is celebratory and upbeat. The service team is swift and friendly even as they work in the shadow of their master. Kanoyama’s omakase is really the only way to experience Chef Shikanai's artistry. It's also profoundly personal, as he displays each morsel with cupped hands, to be taken with your fingers. Pieces are precisely crafted yet delicate and very beautiful in that traditional Edomae style. Overall, the meal is a progression from light and firm fish to vivid and buttery salmon and toro, with exciting stops along the way, including cherry trout hakozushi (box-pressed) or jackfish with grains of Icelandic sea salt and a drizzle of lemon. Finish with an extraordinary block of cake-like tamago.","m"
"1587810069-221","https://guide.michelin.com/us/en/new-york-state/new-york/restaurants/3-stars-michelin/2-stars-michelin/1-star-michelin","","https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/uncle-boons","Uncle Boons","41
                                    
                                    -
                                    62
                                    
                                    USD
                                    
                                     • Thai","Can’t fit in a trip to Thailand? No problem. This transporting little gem—compliments of talented husband-wife duo Matt Danzer and Ann Redding—brings the Northern Thai experience stateside with creative cuisine and whimsical drinks—Singha beer slushies anyone? Tucked along the eastern edge of Spring Street, the dining room is den-like. A vibrant crowd keeps the place popping all night, as does the gentle stream of Thai pop music in the background. Though tables are mini, the kitchen feels immense in its creative vision—a window into where the magic happens offers views of a slow-rotating rotisserie and crackling embers. Danzer and Redding’s offerings are certainly rooted in this nation’s cuisine, but they give each dish a unique spin thereby infusing vibrant flavor into small plates, large plates, “charcoal-grilled goodies,” desserts and drinking snacks. Laab neuh gae is a spicy chopped lamb salad with a wonderfully sour dressing; and Thai-style blood sausage cooked in banana leaf has an intriguing flavor. For an epic end, go for grilled pork jowl, topped with watermelon radish, salted duck yolk and a shake of sawtooth herb. The 12-seat Uncle Boons Sister on Mott Street is equally popular.","m"
"1587810062-218","https://guide.michelin.com/us/en/new-york-state/new-york/restaurants/3-stars-michelin/2-stars-michelin/1-star-michelin","","https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/le-coucou","Le Coucou","45
                                    
                                    -
                                    130
                                    
                                    USD
                                    
                                     • French","Take one part Chef Daniel Rose, France’s favorite American expat, and add Philadelphia-based power restaurateur Stephen Starr, and you have Le Coucou, with its white-hot scene that’s equal parts classic and cool. Patrons linger late into the night amid plush velvet chairs and custom chandeliers, enjoying exceptional service and a view of the bustling open kitchen. This menu is unapologetically French, though Rose infuses his classics with a strong dose of personality, making powerful traditional dishes that may have fallen by the wayside relevant again. For instance, a selection of “gourmandises” (or more indulgent delicacies) showcases such exemplary classics as pike quenelles or sautéed sweetbreads. The latter achieves prominent flavor when paired with tomato crème, and may be tailed by beef cheek and foie gras terrine in a pitch-perfect sherry vinaigrette. In closing, a venerated rabbit dish is exceptional under the chef’s lead, presented as three acts: gently braised legs in a clear consommé with an array of vegetables; stuffed saddle drizzled with a rustic pan sauce; and the rest matched with delicious mustard-enrobed onions.","m"
"1587810044-210","https://guide.michelin.com/us/en/new-york-state/new-york/restaurants/3-stars-michelin/2-stars-michelin/1-star-michelin","","https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/nomad","NoMad","50
                                    
                                    -
                                    150
                                    
                                    USD
                                    
                                     • Contemporary","Battle past the gathering crowds and you’ll find yourself in the seductive surroundings of a restored Beaux-Arts building that hosts the NoMad hotel. One reason for its continued popularity is that Daniel Humm, of Eleven Madison Park, presides over its restaurant. In contrast to the illustrious flagship, the cooking here is less intricate and more approachable, but still undertaken with considerable skill. Attempting “variations” of Brussels sprouts would be quite a reach for many a chef, yet here demonstrates a kitchen’s ability to turn the ordinary into the sublime. While whole-roasted poulet with black truffle and foie gras is a clear signature, the menu also offers an impressive take on vegetables—as seen in the wonderfully ripe tomatoes with marinated peaches. Accompanying it all is a terrific wine and cocktail list, as well as a dedicated repertoire of mocktails. To be in the heart of the action, ask for a table in the glass-ceilinged Atrium, even though it can be something of a thoroughfare for those going to the adjoining bar. The Parlour, true to its original meaning, is the better choice for diners who want their conversations to involve less bellowing and more privacy.","m"
"1587810059-217","https://guide.michelin.com/us/en/new-york-state/new-york/restaurants/3-stars-michelin/2-stars-michelin/1-star-michelin","","https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/contra","Contra","75
                                    
                                    -
                                    150
                                    
                                    USD
                                    
                                     • Contemporary","Minimal, industrial and in harmony with the cool neighborhood, this is the kind of classic downtown spot that draws trendy millennials from afar. Seating is either intimate or cramped, and the music is lively or loud, all depending on your mood. Enthusiastic servers add to the room’s energy. Offering eight courses (a cheese option is extra) for just under $100, their prix-fixe is renowned not just for its ambition but also for value. While the menu format may be fixed, dishes change frequently to reflect the young chefs’ wide-ranging talents and contemporary flair. This kitchen really plays it up, presenting textures and ingredients in unusual, but appealing ways. Case in point? The skate, perfectly creamy and set over a surprisingly savory and tart sauce of pickled blueberries, green olives and parsley. The heartbreakingly tender Wagyu topped with chamomile-flavored butter alongside porcini-stuffed cabbage is another winner. Dessert is serious here, as seen in the Meyer lemon, cashew, sweet milk parfait. It's likely you won't recognize any names on the wine list, hyper-focused on natural winemakers. Sip from a similar list and nibble on signature snacks next door at sibling Wildair.","m"
"1587810029-203","https://guide.michelin.com/us/en/new-york-state/new-york/restaurants/3-stars-michelin/2-stars-michelin/1-star-michelin","","https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/odo","odo","200
                                    
                                    USD
                                    
                                     • Japanese","Make your way past the front bar area and solid, nearly secret door to discover this quiet and elegant culinary haven. Despite a clandestine vibe and handful of seats, the dining room buzzes with eager diners and locals in-the-know. Low lighting creates a sultry aura and a brigade of courteous servers attends to the pristine 14-seat counter with ease and enthusiasm. The space feels particularly intimate and private—and is perfect for a romantic tryst. Plush leather seats, a gleaming open kitchen and top-notch fittings hint at a classic and celebratory meal. The kaiseki follows a distinct format by starting with a seasonal small plate to precede soup, a grilled dish and fried preparation. Sushi, like fluke with yuzu kosho or aged squid with grated bottarga, is an added bonus on the menu, which mostly features ingredients that are procured locally and presented artfully. Get started with sakizuke, perhaps featuring broccoli rabe and fried taro with seared Long Island unagi tossed in a sesame dressing. Then move on to an intensely flavorful owan, soup course, with Alaskan king crab and turnip; or yakimono of grilled duck breast deliciously balanced by frothy apple cream and sansho-soy sauce.","m"
"1587809972-177","https://guide.michelin.com/us/en/new-york-state/new-york/restaurants/3-stars-michelin/2-stars-michelin/1-star-michelin","","https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-amane","Sushi Amane","149
                                    
                                    -
                                    250
                                    
                                    USD
                                    
                                     • Japanese","If you’ve eaten at Mifune and wondered why you saw some customers with expectant grins being ushered downstairs, it’s because they were lucky enough to secure reservations at Sushi Amane. Behind the soft and silky wood counter, with seating for just eight, stands the confident figure of Chef Shion Uino. He looks young because he is young, but then again he started early and garnered over eight years’ experience at the highly garlanded Sushi Saito in Tokyo before setting sail for NYC. His experience is evident in the number of dishes served before the nigiri, which may include creamy uni from different regions of Japan; delicious hairy crab served in its shell; steamed scallop wrapped in nori; and tender abalone. When it comes to the nigiri, the chef also shares his alma mater’s attention to detail and insistence on consistency. Each piece is given just a light brush of nikiri so that the focus remains on its natural flavor, whether that’s the silvery kohada, luminous white squid or the golden anago. The rice, at slightly above body temperature, leaves a lasting impression. There are two seatings—at 6:00 and 8:30 PM—and as diners are served together it’s important to arrive on time.","m"
"1587810013-196","https://guide.michelin.com/us/en/new-york-state/new-york/restaurants/3-stars-michelin/2-stars-michelin/1-star-michelin","","https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/nix","Nix","50
                                    
                                    -
                                    75
                                    
                                    USD
                                    
                                     • Vegetarian","The words “fun,” “sensual” and “vegetarian” aren’t always found in the same sentence, but this vegetable-centric restaurant shows what can happen if preconceptions and piousness are left at the front door. This isn’t about abstaining from anything—it’s about savoring. The first clue is the cocktails—not many such restaurants put this sort of thought and effort into their list. At lunch there are even “modestly alcoholic” choices like the very perky plum with Lillet Blanc. At this point you should be nibbling on something from their “first order” part of the menu, such as polenta fries or tandoor bread. The main section is divided between “lighter” and “bolder” dishes, complete with an asterisk highlighting those preparations that can be made vegan. Chef owner John Fraser uses influences from around the world to bring out the individual flavors of his market produce—like sweet hoisin sauce and spicy Thai chili to liven up the shiitake mushrooms, or nori breadcrumbs for the seaweed Caesar. Bright, healthy, fresh, perky and clean are just some of the words that apply here—to the look of the room, the food and indeed most of the customers.","m"
"1587810075-224","https://guide.michelin.com/us/en/new-york-state/new-york/restaurants/3-stars-michelin/2-stars-michelin/1-star-michelin","","https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/tuome","Tuome","25
                                    
                                    -
                                    50
                                    
                                    USD
                                    
                                     • Fusion","Classically trained Chef Thomas Chen, who cut his teeth at some of New York City's finest kitchens before venturing out on his own, is the man to thank for the fabulous Tuome. The Asian-inspired menu is truly exciting, for Chen is a master at weaving together a surprising roster of delicious ingredients to craft a uniquely layered dish. Tucked into a quiet street in Alphabet City, this cozy space is decked out with exposed brick walls behind the backlit bar, flower arrangements, and two large wooden-framed bay windows lined with plush purple seating. Service here, not unlike the room, is casual, unfussy and deeply knowledgeable. Don’t miss the crowd-pleasing but totally exquisite chicken liver, matched with maple syrup, toasted milk bread, pepitas and crispy chicken skin. Other noteworthy plates may include a pristine fluke crudo dressed in coconut vinaigrette and paired with micro watercress as well as juicy little cubes of watermelon; or delectably tender octopus with textbook pommes aligot. A dessert of deep-fried buns arrives as a trio of Chinese “beignets” filled with delicious apple jam and accompanied by a scoop of creamy vanilla ice cream laced with red bean paste.","m"
"1587810077-225","https://guide.michelin.com/us/en/new-york-state/new-york/restaurants/3-stars-michelin/2-stars-michelin/1-star-michelin","","https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-musket-room","The Musket Room","75
                                    
                                    -
                                    160
                                    
                                    USD
                                    
                                     • Contemporary","Matt Lambert may as well be the de facto ambassador for New Zealand's bountiful cuisine. For a chef raised in a country famous for its rugged terrain and affinity for game, his contemporary cooking is surprisingly subtle and thoughtful. His warm and inviting dining room fits seamlessly into this neighborhood, with a 20-foot walnut timbered bar and exposed brick walls. Sure, the space is rustic, but in a stunning, well-designed way. Service is relaxed yet practiced, which complements the nature of this food. Chef Lambert’s menu shows a mastery of all modern culinary techniques, and the ingredients are sourced both locally—sometimes as near as the restaurant's back garden—as well as from his motherland. Kick things off with impossibly addictive monkey bread with black Maldon sea salt. Next up, Ora king salmon, its richness counterpoised with apple gel and horseradish espuma. Patùànuku (or Mother Nature in Màori tradition) may then unveil quail with luscious blackberry and bread sauce, followed by Canterbury beef Wellington roasted to pink perfection. Sweet fiends won't be sorry after sampling such complex desserts as passion fruit pavlova, presented as a beautiful meringue filled with fruit curd.","m"
"1587809965-174","https://guide.michelin.com/us/en/new-york-state/new-york/restaurants/3-stars-michelin/2-stars-michelin/1-star-michelin","","https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/tempura-matsui","Tempura Matsui","40
                                    
                                    -
                                    230
                                    
                                    USD
                                    
                                     • Japanese","If anything indicates the strength of New York City’s Japanese restaurants, it is the growing number of authentic establishments that seem like they could be sitting just as happily in Ginza as they do in midtown Manhattan. Tempura Matsui is such a place, as it skillfully demonstrates why tempura is a celebrated Japanese cuisine type in its own right. The prized seats are at the counter, especially if you want to see these craftsmen at work. The chefs use a mix of sesame and cottonseed oils; and the gently bubbling pot is refreshed and replenished regularly. Equally important, the batter is used sparingly so that the ingredients taste truly of themselves. You’ll start with a parade of seasonal dishes including tofu with uni, before having some beautifully arranged sashimi. It is then time for the main event, which begins in the traditional way with crispy shrimp legs. The ingredients and fish turned out of this kitchen usually vary according to the seasons, but could include the likes of wonderfully tender squid, succulent Hokkaido scallop, plump matsutake, as well as subtly sweet onion. And be sure to end with tencha, with its mellow, delicious and deeply flavorful broth.","m"
"1587810053-214","https://guide.michelin.com/us/en/new-york-state/new-york/restaurants/3-stars-michelin/2-stars-michelin/1-star-michelin","","https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-four-horsemen","The Four Horsemen","51
                                    
                                    USD
                                    
                                     • American","Encounter big smiles and a welcoming vibe as you enter this chic and convivial wine-focused establishment. While it may be located on a quiet strip, don't be fooled as there is a palpable buzz within—thanks to the culinary expertise of Chef Nick Curtola and celebrity cachet of owner James Murphy (LCD Soundsystem). Inside, the décor is as minimalist as their succinct menu. Start with chicken liver mousse or the stalwart yellowfin tuna dressed tonnato-style and made bright with yuzu kosho. Montauk scallops cured in a vibrant leche de tigre have a fantastic Thai bent enhanced with the earthy edge of thinly sliced kohlrabi. Just like cultured butter is a perfect companion to warm house-made bread, slices of Bosc pear and salt-baked onion augment beautifully crisped and properly rendered Long Island duck. Let the sociable staff talk you into closing over a quince-and-frangipane tart with citrus whipped cream. This neighborhood gem is laser focused when it comes to wine, so if their wide-ranging, impressive selection has you atwitter, fret not, as it also features half-glasses for abundant sampling. Weekend lunches include a set menu of four small dishes, and at $32, they're a relative bargain.","m"
"1587810055-215","https://guide.michelin.com/us/en/new-york-state/new-york/restaurants/3-stars-michelin/2-stars-michelin/1-star-michelin","","https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/l-appart","L’Appart","150
                                    
                                    -
                                    185
                                    
                                    USD
                                    
                                     • French","Secreted within the sprawling food hall of Le District, L'Appart is not so much a dining room as a crown jewel. Designed to resemble a Parisian apartment—hence its name—a meal here feels like attending a dinner party, albeit one with potentially 28 guests. You will be handed a drink as soon as you enter and are thereafter introduced to affable chef, Nicolas Abello. Comprised of everything that its surrounding boulangerie, fromagerie, poissoinnerie and boucherie can offer, it's clear that this kitchen is intent on pushing the barriers of classic French cuisine. The staff is genuinely warm and quite keen to please. From then on, things settle down into a more recognizable format. The set menu kicks off with artistic little canapés that warm up your taste buds. Imagine lobster tartare with dashi gelée or a parmesan- and Chantilly-filled round of pâte à choux. Then it's on to the lineup of dishes, made using all manner of modern technique, like the panko-crusted scallop with beurre blanc; or glazed sweetbreads with shiitake mushrooms and garlic confit. These flavors may be unapologetically rich but are always on point—not unlike the mini praline soufflé matched with praline ice cream.","m"
"1587810022-200","https://guide.michelin.com/us/en/new-york-state/new-york/restaurants/3-stars-michelin/2-stars-michelin/1-star-michelin","","https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/gramercy-tavern","Gramercy Tavern","40
                                    
                                    -
                                    150
                                    
                                    USD
                                    
                                     • Contemporary","This beloved restaurant is a bona fide New York icon and high on most people's roll call. It is one of those places that manage the rare trick of being so confident in its abilities that it can be all things to all diners. You’ll probably leave happy whether you’re here on a date or to impress the in-laws; whether you’re closing a deal or simply lubricating the thought processes behind one. Members of staff—from the kitchen to FOH—are uncommonly attentive. The “Tavern” side is a prized spot for lunch, especially if you can sit at the bar. Want proof? Look no further than their soup and sandwich lunch special, which is an absolute steal. It doesn’t take reservations, so get here early and join the grown-up queue outside. The “Dining Room” on the other hand is for those who like a little more pomp with their pappardelle and truly comes to life at night. Focused on impeccable products, the seasonal menu is a perfect match for the warm, woody surrounds. This is creative American food sure of its footing and unthreatening in its vocabulary. Selections, like sea bass, pork loin, or even the cheese, display a refreshing sense of restraint, thereby demonstrating the dexterity of this kitchen.","m"
